id,dateCrawled,name,seller,offerType,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen,ad_exist_time
227159,2016-04-06T20:36:25Z,Audi_A3_1.6_Sportback_tiptronic,privat,Angebot,test,kombi,2005,automatik,102,a3,40000,2,benzin,audi,nein,2016-04-06T00:00:00Z,0,44534,2016-04-06T20:36:25Z,0
204240,2016-03-09T00:36:58Z,BMW_320d_touring_Automatik_Navi,privat,Angebot,test,kombi,2001,automatik,136,3er,150000,3,diesel,bmw,nein,2016-03-08T00:00:00Z,0,37081,2016-03-12T16:19:43Z,4
238180,2016-03-25T18:56:56Z,Volkswagen_Passat_Variant_2.5_TDI_V6_4Motion,privat,Angebot,test,kombi,2000,manuell,150,passat,150000,6,diesel,volkswagen,nein,2016-03-25T00:00:00Z,0,93180,2016-04-07T00:46:10Z,13
247143,2016-03-27T20:49:01Z,BMW_330d_touring_Edition_Exclusive_Sportpaket_Leder,privat,Angebot,control,kombi,2003,automatik,204,3er,150000,8,diesel,bmw,ja,2016-03-27T00:00:00Z,0,67061,2016-04-05T19:45:30Z,9
203987,2016-03-05T18:51:58Z,VW_Bus_Allstar_Multivan,privat,Angebot,test,bus,1997,manuell,102,transporter,150000,5,diesel,volkswagen,nein,2016-03-05T00:00:00Z,0,94469,2016-03-06T04:17:32Z,1
233861,2016-04-01T16:56:57Z,Mercedes_Benz_E_270_T_CDI_Classic,privat,Angebot,control,kombi,2000,automatik,170,e_klasse,150000,1,diesel,mercedes_benz,nein,2016-04-01T00:00:00Z,0,49757,2016-04-05T12:47:09Z,4
214281,2016-03-12T19:41:45Z,Audi_Cabriolet,privat,Angebot,test,cabrio,2003,automatik,220,andere,150000,8,benzin,audi,nein,2016-03-12T00:00:00Z,0,01662,2016-04-07T14:57:57Z,26
209504,2016-03-12T13:49:25Z,hyundai_lantra_Kombi,privat,Angebot,control,kombi,2000,automatik,116,andere,150000,4,benzin,hyundai,nein,2016-03-12T00:00:00Z,0,44623,2016-03-14T05:17:38Z,2
249352,2016-03-09T15:53:53Z,Ford_Mondeo_MK1__Motor/Getriebe_ok__siehe_Text,privat,Angebot,control,limousine,1996,manuell,88,mondeo,150000,4,benzin,ford,nein,2016-03-09T00:00:00Z,0,34369,2016-03-28T21:19:34Z,19
237315,2016-03-10T10:53:13Z,Peugeot_206_nur_heute!!!!_400€,privat,Angebot,test,kleinwagen,2001,manuell,60,2_reihe,150000,3,benzin,peugeot,ja,2016-03-10T00:00:00Z,0,66564,2016-03-10T10:53:13Z,0
222721,2016-03-05T23:56:26Z,Golf_4_2.8l_V6_4Motion,privat,Angebot,control,limousine,2000,manuell,204,golf,150000,8,benzin,volkswagen,ja,2016-03-05T00:00:00Z,0,21643,2016-03-25T00:45:25Z,20
201714,2016-04-07T09:06:19Z,Mercedes_Benz_C_180_Kompressor_Elegance,privat,Angebot,control,limousine,2005,manuell,143,c_klasse,90000,1,benzin,mercedes_benz,nein,2016-04-07T00:00:00Z,0,55131,2016-04-07T09:25:16Z,0
209919,2016-03-11T22:53:50Z,Audi_A4_Avant_2.7_TDI_DPF_Attraction,privat,Angebot,control,kombi,2009,manuell,190,a4,150000,1,diesel,audi,nein,2016-03-11T00:00:00Z,0,76835,2016-04-05T14:45:47Z,25
227898,2016-03-10T00:32:29Z,Ford_C_Max_2005_silber_Unfall_99.216_km_Focus_Van_Kombi,privat,Angebot,test,bus,2005,manuell,0,c_max,100000,7,benzin,ford,ja,2016-03-09T00:00:00Z,0,57610,2016-03-17T10:45:17Z,8
218501,2016-03-19T15:44:15Z,Volkswagen_Polo_1.2,privat,Angebot,control,kleinwagen,2002,manuell,54,polo,90000,12,benzin,volkswagen,nein,2016-03-19T00:00:00Z,0,24782,2016-03-24T10:17:09Z,5
203897,2016-03-25T14:47:47Z,Mercedes_Benz_mercedes_a_kl_Tuev_2017,privat,Angebot,control,limousine,1997,manuell,82,a_klasse,150000,11,benzin,mercedes_benz,nein,2016-03-25T00:00:00Z,0,68766,2016-03-28T14:16:44Z,3
242115,2016-03-10T15:49:38Z,BMW_320_Diesel_Facelift_sehr_guter_zustand,privat,Angebot,test,kombi,2002,automatik,150,3er,150000,1,diesel,bmw,nein,2016-03-10T00:00:00Z,0,84030,2016-03-21T02:45:58Z,11
248526,2016-04-03T21:58:24Z,Mercedes_Benz_E200_mit_Original_31000km___Garagen_Fahrzeug__,privat,Angebot,test,limousine,1996,automatik,136,e_klasse,40000,3,benzin,mercedes_benz,nein,2016-04-03T00:00:00Z,0,44388,2016-04-03T22:41:55Z,0
246922,2016-03-13T12:46:28Z,Das_Fahrzeug_befindet_sich_in_einem_sehr_gutem_Zustand,privat,Angebot,test,limousine,2006,manuell,129,3er,150000,7,benzin,bmw,nein,2016-03-13T00:00:00Z,0,38114,2016-04-06T15:44:23Z,24
208419,2016-03-09T19:36:54Z,Audi_80_1.8,privat,Angebot,test,limousine,1991,manuell,90,80,30000,4,benzin,audi,nein,2016-03-09T00:00:00Z,0,86657,2016-03-20T00:16:28Z,11
201315,2016-04-01T20:41:19Z,Bmw_520d_Facelift_Modell,privat,Angebot,test,limousine,2007,manuell,163,5er,150000,3,diesel,bmw,nein,2016-04-01T00:00:00Z,0,48599,2016-04-05T17:27:04Z,4
209072,2016-03-21T14:53:35Z,BMW_525i,privat,Angebot,control,limousine,1990,manuell,170,5er,150000,5,benzin,bmw,nein,2016-03-21T00:00:00Z,0,74626,2016-04-06T12:15:45Z,16
204257,2016-04-02T21:55:54Z,Volkswagen_Polo_1.4_United,privat,Angebot,test,kleinwagen,2008,manuell,80,polo,125000,9,benzin,volkswagen,nein,2016-04-02T00:00:00Z,0,91781,2016-04-06T23:45:03Z,4
247003,2016-03-23T14:53:12Z,Peugeot_307_CC_140_JBL,privat,Angebot,test,cabrio,2006,manuell,140,3_reihe,100000,7,benzin,peugeot,nein,2016-03-23T00:00:00Z,0,04720,2016-03-23T14:53:12Z,0
242706,2016-03-28T07:53:46Z,Fiat_500_1.4_16V_Dualogic_Sport___Top_Zustand,privat,Angebot,test,kleinwagen,2010,automatik,101,500,70000,9,benzin,fiat,nein,2016-03-28T00:00:00Z,0,82140,2016-04-06T08:17:17Z,9
230628,2016-03-30T07:54:58Z,Ford_Fiesta,privat,Angebot,control,limousine,2002,manuell,80,fiesta,150000,6,benzin,ford,ja,2016-03-30T00:00:00Z,0,98617,2016-03-30T09:43:24Z,0
225762,2016-03-08T13:52:07Z,Toyota_Toyota_Rav4_KeylesGo/Navi/Leder/Rueckfahrtkamera,privat,Angebot,control,suv,2007,manuell,177,rav,150000,9,diesel,toyota,nein,2016-03-08T00:00:00Z,0,67547,2016-03-23T19:19:47Z,15
206510,2016-03-09T20:59:55Z,VW_Polo_6_N,privat,Angebot,test,kleinwagen,1995,manuell,45,polo,125000,7,benzin,volkswagen,nein,2016-03-09T00:00:00Z,0,52080,2016-04-05T19:16:57Z,27
207834,2016-04-01T04:36:55Z,Ford_KA_Bj._98_8_fach_bereift__Anfaenger___Winter___Schlachtauto,privat,Angebot,control,kleinwagen,1998,manuell,60,ka,150000,12,benzin,ford,nein,2016-04-01T00:00:00Z,0,76149,2016-04-07T06:15:25Z,6
211505,2016-04-02T17:49:22Z,BMW_316ti_compact,privat,Angebot,control,limousine,2002,manuell,116,3er,150000,3,benzin,bmw,nein,2016-04-02T00:00:00Z,0,32791,2016-04-06T17:17:43Z,4
236724,2016-03-31T16:51:05Z,Opel_Astra_1.8_Caravan_Elegance,privat,Angebot,control,kombi,1998,manuell,116,astra,150000,7,benzin,opel,nein,2016-03-31T00:00:00Z,0,71069,2016-03-31T16:51:05Z,0
227545,2016-03-24T13:38:52Z,Mercedes_Benz_SLK_200_Kompressor,privat,Angebot,control,cabrio,2002,manuell,163,slk,80000,5,benzin,mercedes_benz,nein,2016-03-24T00:00:00Z,0,88250,2016-04-07T04:45:23Z,14
205972,2016-04-01T15:51:08Z,207_95_VTi_forever_Klima_CD_E_Fenster_ZV/FB,privat,Angebot,test,kleinwagen,2012,manuell,95,2_reihe,90000,2,benzin,peugeot,nein,2016-04-01T00:00:00Z,0,27777,2016-04-07T09:15:25Z,6
249301,2016-03-14T11:59:51Z,Audi_A6_Avant_2.7_TDI_DPF,privat,Angebot,test,kombi,2005,manuell,179,a6,150000,11,diesel,audi,nein,2016-03-14T00:00:00Z,0,90763,2016-03-16T01:17:41Z,2
221434,2016-04-02T17:00:35Z,Opel_Agila_1.2_ecoFLEX_Start/Stop_Edition,privat,Angebot,control,kleinwagen,2011,manuell,94,agila,100000,5,benzin,opel,nein,2016-04-02T00:00:00Z,0,76307,2016-04-06T16:46:22Z,4
202201,2016-03-30T02:36:35Z,Suzuki_Swift_1.2_BlackWhite,privat,Angebot,test,kleinwagen,2013,manuell,94,swift,40000,2,benzin,suzuki,nein,2016-03-30T00:00:00Z,0,51105,2016-04-06T23:46:23Z,7
231259,2016-03-19T07:53:07Z,Smart_Fortwo_CDI__Panorama__Allwetterreifen__guter_Zustand,privat,Angebot,control,kleinwagen,2007,automatik,0,fortwo,90000,0,diesel,smart,nein,2016-03-19T00:00:00Z,0,79114,2016-04-04T06:48:05Z,16
244162,2016-03-11T17:43:08Z,Opel_Corsa_1.0_12V_TÜV_NEU_02.2018_!!,privat,Angebot,control,kleinwagen,2002,manuell,58,corsa,90000,2,benzin,opel,nein,2016-03-11T00:00:00Z,0,13589,2016-03-16T04:47:55Z,5
238108,2016-04-03T01:56:29Z,Mitsubishi_Carisma,privat,Angebot,control,limousine,1997,manuell,90,carisma,150000,5,benzin,mitsubishi,nein,2016-04-03T00:00:00Z,0,77743,2016-04-07T10:16:17Z,4
241536,2016-03-07T23:56:14Z,Opel_tigra_Not_Verkauf_dringend,privat,Angebot,test,coupe,1996,manuell,106,tigra,150000,11,benzin,opel,ja,2016-03-07T00:00:00Z,0,44575,2016-03-08T01:38:21Z,1
236422,2016-03-14T14:38:56Z,Toyota_Auris_1.6_VVT_i_Executive,privat,Angebot,control,limousine,2007,manuell,124,auris,80000,3,benzin,toyota,nein,2016-03-14T00:00:00Z,0,38319,2016-03-17T02:44:32Z,3
218248,2016-03-23T13:51:26Z,Auto_zu_verkaufen,privat,Angebot,test,limousine,2009,manuell,109,focus,150000,9,diesel,ford,nein,2016-03-23T00:00:00Z,0,92331,2016-03-24T21:17:50Z,1
234313,2016-03-26T10:42:44Z,Skoda_Fabia_Combi_1.2_HTP_Cool_Edition,privat,Angebot,test,kombi,2010,manuell,69,fabia,90000,5,benzin,skoda,nein,2016-03-26T00:00:00Z,0,26759,2016-03-26T10:42:44Z,0
230270,2016-03-26T13:49:53Z,Opel_Signum,privat,Angebot,control,kombi,2006,automatik,185,signum,150000,1,diesel,opel,nein,2016-03-26T00:00:00Z,0,66901,2016-04-06T01:47:00Z,11
231957,2016-03-13T20:43:15Z,Chevrolet_Silverado,privat,Angebot,control,suv,1995,automatik,186,andere,150000,11,diesel,chevrolet,nein,2016-03-13T00:00:00Z,0,83022,2016-04-06T19:16:49Z,24
222758,2016-03-14T20:37:05Z,Peugeot_407_Coupe_Platinum+_LPG_Scheckheft_8fach_bereift,privat,Angebot,control,coupe,2007,manuell,163,4_reihe,150000,5,lpg,peugeot,nein,2016-03-14T00:00:00Z,0,49477,2016-04-06T07:17:03Z,23
240460,2016-03-12T10:53:15Z,Peugoet_307_HDI,privat,Angebot,control,kleinwagen,2006,manuell,109,3_reihe,20000,7,diesel,peugeot,nein,2016-03-12T00:00:00Z,0,77652,2016-03-23T22:19:58Z,11
244635,2016-03-11T14:46:27Z,Dacia_Logan_MCV_dCi_90_Prestige,privat,Angebot,control,kombi,2015,manuell,90,logan,40000,3,diesel,dacia,ja,2016-03-11T00:00:00Z,0,97424,2016-04-07T11:46:57Z,27
217596,2016-04-04T18:25:37Z,Mercedes_190_E_2_6_Automatic,privat,Angebot,test,limousine,1984,automatik,160,andere,150000,5,benzin,mercedes_benz,ja,2016-04-04T00:00:00Z,0,63069,2016-04-05T12:20:31Z,1
217847,2016-03-07T15:55:56Z,Volkswagen_Polo_1.2_Trendline_1_HAND_MwStr._ausweisbar,privat,Angebot,control,kleinwagen,2011,manuell,60,polo,40000,12,benzin,volkswagen,nein,2016-03-07T00:00:00Z,0,75365,2016-03-30T21:47:47Z,23
206704,2016-04-02T09:48:03Z,Ford_Focus_2.5_ST_mit_Gasanlage__Tuning,privat,Angebot,control,limousine,2006,manuell,300,focus,100000,3,lpg,ford,nein,2016-04-02T00:00:00Z,0,08468,2016-04-06T07:44:38Z,4
203269,2016-04-04T21:47:22Z,VW_Polo_1.9_SDI,privat,Angebot,test,kleinwagen,2004,manuell,64,polo,150000,6,diesel,volkswagen,ja,2016-04-04T00:00:00Z,0,51065,2016-04-04T21:47:22Z,0
231997,2016-03-19T16:38:56Z,Vw_Caddy_7_sitzer_1.9_Diesel_gruene_plakette_tuev_2006,privat,Angebot,test,kombi,2006,manuell,110,caddy,150000,11,diesel,volkswagen,nein,2016-03-19T00:00:00Z,0,12107,2016-04-07T02:15:20Z,19
204390,2016-03-12T13:58:29Z,Golf_2_Bj.84,privat,Angebot,control,kleinwagen,1984,manuell,54,NA,100000,5,benzin,volkswagen,ja,2016-03-12T00:00:00Z,0,86633,2016-04-06T23:17:32Z,25
231319,2016-03-23T12:59:04Z,Opel_Meriva_/_38.102km_/_1._Vorbesitzer,privat,Angebot,control,bus,2003,manuell,0,meriva,40000,7,benzin,opel,nein,2016-03-23T00:00:00Z,0,90455,2016-03-29T07:15:45Z,6
223485,2016-03-14T20:40:55Z,Mercedes_Benz_CLK_Coupe_320,privat,Angebot,control,coupe,1999,automatik,218,clk,150000,7,benzin,mercedes_benz,nein,2016-03-14T00:00:00Z,0,32425,2016-04-06T07:46:04Z,23
240666,2016-03-22T19:46:35Z,Skoda_Fabia_1.4_16V_Combi,privat,Angebot,test,kombi,2007,manuell,80,fabia,125000,7,benzin,skoda,nein,2016-03-22T00:00:00Z,0,02763,2016-03-31T18:46:02Z,9
208817,2016-03-10T13:44:45Z,A4_Kombi__sehr_gepflegt__Ledersitze__Bose_Anlage__Schiebedach,privat,Angebot,test,kombi,2007,manuell,170,a4,150000,7,diesel,audi,nein,2016-03-10T00:00:00Z,0,40629,2016-04-07T08:44:38Z,28
207664,2016-03-14T11:53:15Z,VW_up!__in_blau,privat,Angebot,test,kleinwagen,2013,manuell,75,up,40000,4,benzin,volkswagen,nein,2016-03-14T00:00:00Z,0,30449,2016-04-05T11:16:16Z,22
236150,2016-04-02T09:55:28Z,Mercedes_E_270_CDI_Vollausstattung,privat,Angebot,control,limousine,2002,automatik,170,e_klasse,150000,6,diesel,mercedes_benz,nein,2016-04-02T00:00:00Z,0,58455,2016-04-06T07:44:46Z,4
230922,2016-03-26T21:49:03Z,ALPINA_B3_3.3_Coupe_Switch_Tronic,privat,Angebot,control,coupe,2000,automatik,280,NA,150000,3,benzin,sonstige_autos,nein,2016-03-26T00:00:00Z,0,68167,2016-04-02T14:46:50Z,7
214126,2016-03-25T11:50:57Z,Audi_A3_1.9_TDI,privat,Angebot,test,limousine,2002,automatik,131,a3,150000,12,diesel,audi,nein,2016-03-25T00:00:00Z,0,35606,2016-03-28T22:45:10Z,3
215844,2016-03-29T15:42:51Z,320d_MPaket_Xenon_Alcantara_150_PS,privat,Angebot,control,limousine,2002,manuell,150,3er,150000,4,diesel,bmw,nein,2016-03-29T00:00:00Z,0,32049,2016-03-29T15:42:51Z,0
233037,2016-04-01T00:57:15Z,Weserstrasse,privat,Angebot,test,kombi,2005,manuell,140,passat,150000,10,diesel,volkswagen,nein,2016-03-31T00:00:00Z,0,26382,2016-04-07T05:15:45Z,7
236050,2016-03-28T15:56:23Z,Volkswagen_Eos_2.0_Turbo_FSI,privat,Angebot,control,cabrio,2007,manuell,200,eos,125000,4,benzin,volkswagen,nein,2016-03-28T00:00:00Z,0,53909,2016-04-06T20:46:53Z,9
234903,2016-03-08T15:47:02Z,Mercedes_230_W123_Oldtimer,privat,Angebot,test,limousine,1977,manuell,109,andere,150000,10,benzin,mercedes_benz,nein,2016-03-08T00:00:00Z,0,34628,2016-03-22T18:46:30Z,14
242309,2016-04-04T19:44:12Z,Fiat_Punto_1.2_Typ_188_3_Tuerer,privat,Angebot,test,kleinwagen,2006,manuell,60,NA,80000,3,benzin,fiat,nein,2016-04-04T00:00:00Z,0,84337,2016-04-06T21:45:46Z,2
211574,2016-03-18T22:48:09Z,Renault_Megane_Grandtour_dCi_110_FAP_Dynamique,privat,Angebot,test,kombi,2010,manuell,106,megane,125000,4,diesel,renault,ja,2016-03-18T00:00:00Z,0,22765,2016-03-26T13:15:41Z,8
238843,2016-03-22T16:57:43Z,Opel_Astra_1.7_CDTI__ecoflex_Caravan_DPF,privat,Angebot,test,kombi,2009,manuell,110,astra,150000,4,diesel,opel,nein,2016-03-22T00:00:00Z,0,80809,2016-04-06T07:44:20Z,15
206447,2016-03-14T06:36:42Z,Mazda_MX_5_1.9i_16V,privat,Angebot,control,cabrio,2003,manuell,145,mx_reihe,100000,4,benzin,mazda,nein,2016-03-14T00:00:00Z,0,51469,2016-04-05T05:45:28Z,22
207462,2016-03-28T13:42:11Z,Saab_9_3_TiD_2.2_SE_Anniversary,privat,Angebot,test,coupe,2002,manuell,125,andere,150000,1,diesel,saab,nein,2016-03-28T00:00:00Z,0,31224,2016-04-06T16:46:43Z,9
206876,2016-03-28T21:56:22Z,Fiat_Punto_1.2_8V_MyLife_Start&Stop,privat,Angebot,control,kleinwagen,2011,manuell,68,punto,60000,12,benzin,fiat,nein,2016-03-28T00:00:00Z,0,84556,2016-04-07T05:16:56Z,10
209294,2016-04-01T16:48:06Z,Peugeot_4007_Platinum,privat,Angebot,control,suv,2008,manuell,156,4_reihe,150000,10,diesel,peugeot,nein,2016-04-01T00:00:00Z,0,13355,2016-04-05T12:16:50Z,4
242814,2016-03-10T20:53:03Z,Seat_Toledo_2.0_FSI_Reference,privat,Angebot,test,limousine,2005,manuell,150,toledo,150000,8,benzin,seat,nein,2016-03-10T00:00:00Z,0,58507,2016-03-11T09:44:14Z,1
213127,2016-03-28T18:45:26Z,BMW_530d_Aut.,privat,Angebot,control,limousine,2007,automatik,231,5er,150000,1,diesel,bmw,nein,2016-03-28T00:00:00Z,0,49377,2016-03-28T18:45:26Z,0
227852,2016-03-10T07:54:15Z,Fiat_Stilo_1_6_16V,privat,Angebot,control,limousine,2003,manuell,103,stilo,150000,3,benzin,fiat,nein,2016-03-10T00:00:00Z,0,29476,2016-03-13T02:46:04Z,3
232481,2016-04-04T14:51:32Z,BMW_Z4_roadster_3.0i_M_Paket_Klima_Xenon_Tuev_05.17,privat,Angebot,test,cabrio,2004,manuell,231,z_reihe,150000,4,benzin,bmw,nein,2016-04-04T00:00:00Z,0,87700,2016-04-06T16:17:30Z,2
224659,2016-03-29T16:56:29Z,Citroën_Xsara_Picasso_1.8i_Confort,privat,Angebot,control,bus,2005,manuell,116,andere,150000,2,benzin,citroen,nein,2016-03-29T00:00:00Z,0,15517,2016-04-06T02:45:15Z,8
211540,2016-03-20T11:51:19Z,Toyota_Aygo_Multi_Mode_City,privat,Angebot,test,kleinwagen,2009,automatik,68,aygo,80000,3,benzin,toyota,nein,2016-03-20T00:00:00Z,0,55234,2016-04-04T09:18:22Z,15
221788,2016-04-03T18:58:17Z,Opel_Astra_F_wenig_Kilometer_AHK_Kimaanlage_Nichtraucherfahrzeug,privat,Angebot,control,cabrio,1997,manuell,75,astra,150000,4,benzin,opel,nein,2016-04-03T00:00:00Z,0,93413,2016-04-03T18:58:17Z,0
228277,2016-04-04T22:45:59Z,Mercedes_C_200_CDI___Russpartikel_Filter_Gruene_Umweltsplakete,privat,Angebot,test,kombi,2001,manuell,102,c_klasse,150000,3,diesel,mercedes_benz,ja,2016-04-04T00:00:00Z,0,31603,2016-04-07T01:18:00Z,3
233034,2016-03-29T00:50:05Z,Smart_smart_fortwo_coupe_softouch_BRABUS,privat,Angebot,test,kleinwagen,2010,automatik,102,fortwo,60000,12,benzin,smart,nein,2016-03-28T00:00:00Z,0,70190,2016-04-05T14:18:26Z,8
241974,2016-03-15T20:39:48Z,Opel_Omega_2.2_16_V_Selection,privat,Angebot,test,limousine,2003,manuell,144,omega,150000,3,benzin,opel,ja,2016-03-15T00:00:00Z,0,04567,2016-03-17T16:47:11Z,2
240677,2016-03-09T17:38:51Z,Nissan_Micra_1.0L_neu_TÜV_Anfaengerauto,privat,Angebot,test,kleinwagen,1998,manuell,50,micra,150000,10,benzin,nissan,nein,2016-03-09T00:00:00Z,0,71159,2016-03-10T13:44:16Z,1
234206,2016-03-27T21:57:52Z,BMW_523i,privat,Angebot,test,limousine,1995,manuell,170,5er,150000,12,benzin,bmw,nein,2016-03-27T00:00:00Z,0,94447,2016-04-05T21:48:03Z,9
238770,2016-04-02T20:37:02Z,Toyota_Paseo_TÜV_08/17,privat,Angebot,test,coupe,1996,manuell,90,andere,150000,0,benzin,toyota,nein,2016-04-02T00:00:00Z,0,52399,2016-04-06T20:47:12Z,4
243318,2016-03-21T10:37:02Z,Trabant_601_Kombi/_Universal____Neuaufgebaut_,privat,Angebot,test,kombi,1987,manuell,26,601,5000,10,benzin,trabant,nein,2016-03-21T00:00:00Z,0,01904,2016-04-06T03:16:53Z,16
230889,2016-04-04T16:37:02Z,Opel_Vectra_3.0_V6_CDTI_Caravan_Cosmo__ATM_mit_97tkm,privat,Angebot,test,kombi,2004,manuell,177,vectra,150000,4,diesel,opel,ja,2016-04-04T00:00:00Z,0,97906,2016-04-06T18:16:30Z,2
225942,2016-03-22T22:25:22Z,Ford_Fiesta_1.25_Ambiente,privat,Angebot,control,kleinwagen,2012,manuell,60,fiesta,100000,10,benzin,ford,nein,2016-03-22T00:00:00Z,0,56566,2016-04-05T14:46:11Z,14
218288,2016-03-31T11:48:33Z,Opel_Calibra_2L_8V_Tuev_bis_09/16_Euro_2!_Tausch_Moeglich_!,privat,Angebot,control,coupe,1994,manuell,115,calibra,150000,10,benzin,opel,nein,2016-03-31T00:00:00Z,0,37235,2016-04-02T06:46:00Z,2
229285,2016-03-25T07:53:54Z,Volkswagen_Passat_Variant_1.9_TDI,privat,Angebot,test,kombi,2003,manuell,131,passat,150000,1,diesel,volkswagen,nein,2016-03-25T00:00:00Z,0,94522,2016-03-31T15:17:21Z,6
241446,2016-04-02T14:46:08Z,Ford_Fiesta_1.4_tdci_Diesel_Gruene_Plakette,privat,Angebot,test,kleinwagen,2004,manuell,68,fiesta,150000,6,diesel,ford,ja,2016-04-02T00:00:00Z,0,46282,2016-04-04T12:16:13Z,2
207903,2016-04-02T19:46:40Z,Renault_Megane1.6__Lim..._TÜV_NEU_04.2018_!_Euro_2_!!!_KLIMA_!!!,privat,Angebot,control,limousine,1997,manuell,55,megane,150000,7,benzin,renault,nein,2016-04-02T00:00:00Z,0,06712,2016-04-06T19:47:39Z,4
227452,2016-03-16T19:56:34Z,Volkswagen_Passat_Variant_2.0_TDI_DPF_DSG_Comfortline,privat,Angebot,test,kombi,2006,automatik,140,passat,150000,5,diesel,volkswagen,nein,2016-03-16T00:00:00Z,0,35396,2016-03-23T17:50:39Z,7
235649,2016-03-12T16:36:57Z,Corsa_D__Innovation,privat,Angebot,control,kleinwagen,2009,manuell,90,corsa,80000,10,benzin,opel,nein,2016-03-12T00:00:00Z,0,58638,2016-03-16T20:17:48Z,4
216049,2016-03-27T14:50:14Z,Opel_Corsa_1.2_16V_Blue_&_Silver_Klima,privat,Angebot,control,kleinwagen,2003,manuell,75,corsa,150000,9,benzin,opel,nein,2016-03-27T00:00:00Z,0,44805,2016-04-01T14:45:29Z,5
202005,2016-03-28T17:25:41Z,Ford_Focus_Kombi,privat,Angebot,test,kombi,2002,manuell,101,focus,150000,2,benzin,ford,ja,2016-03-28T00:00:00Z,0,56204,2016-03-28T17:47:50Z,0
236436,2016-03-23T09:55:38Z,Fiat_Punto_1.3__JTD__Tausch_moeglich,privat,Angebot,test,kleinwagen,2004,manuell,69,punto,150000,8,diesel,fiat,nein,2016-03-23T00:00:00Z,0,88447,2016-03-23T10:42:52Z,0
204263,2016-04-05T09:37:09Z,Opel_Vectra_Kombi,privat,Angebot,control,kombi,2000,manuell,136,vectra,150000,4,benzin,opel,ja,2016-04-05T00:00:00Z,0,49324,2016-04-07T12:15:40Z,2
230652,2016-03-16T13:52:13Z,Ford_Ka_Edition_Lufthansa_VOLLAUSSTATTUNG+TÜV+LEDER,privat,Angebot,control,kleinwagen,1998,manuell,60,ka,125000,2,benzin,ford,nein,2016-03-16T00:00:00Z,0,80939,2016-03-30T01:16:25Z,14
231113,2016-03-23T16:58:56Z,Smart_Cabrio_TÜV_Juli_2017,privat,Angebot,test,cabrio,2002,automatik,62,fortwo,125000,10,benzin,smart,ja,2016-03-23T00:00:00Z,0,22119,2016-03-23T17:44:12Z,0
201911,2016-03-16T18:56:24Z,Opel_Zafira_1.8_mit_7_Sitzen,privat,Angebot,control,bus,2006,manuell,140,zafira,100000,8,benzin,opel,nein,2016-03-16T00:00:00Z,0,65193,2016-03-25T01:46:22Z,9
208663,2016-03-14T17:53:30Z,Kia_Sorento_2.5_CRDi_VGT_EX,privat,Angebot,test,suv,2007,manuell,170,sorento,150000,6,diesel,kia,nein,2016-03-14T00:00:00Z,0,66333,2016-03-17T07:15:13Z,3
241704,2016-04-02T16:45:50Z,Audi_A6_S6_2.5_TDI_150Ps,privat,Angebot,control,kombi,2000,manuell,150,a6,150000,11,diesel,audi,nein,2016-04-02T00:00:00Z,0,63500,2016-04-02T16:45:50Z,0
231258,2016-03-28T11:50:24Z,Peugeot_206_HDi_90,privat,Angebot,control,kleinwagen,2001,manuell,90,2_reihe,150000,12,diesel,peugeot,nein,2016-03-28T00:00:00Z,0,59302,2016-03-28T11:50:24Z,0
221643,2016-03-26T07:37:18Z,Ford_Fiesta_gfj_schlachten_oder_zum_aufbauen,privat,Angebot,test,kleinwagen,1995,manuell,60,fiesta,150000,7,benzin,ford,ja,2016-03-26T00:00:00Z,0,23911,2016-04-05T18:47:00Z,10
204745,2016-03-22T09:37:37Z,Audi_A6_3.0_TDI_tiptronic__quattro,privat,Angebot,test,limousine,2004,automatik,224,a6,150000,11,diesel,audi,nein,2016-03-22T00:00:00Z,0,27211,2016-04-05T19:47:58Z,14
219157,2016-04-01T15:48:50Z,Volkswagen_Lupo_1.0_Oxford,privat,Angebot,test,kleinwagen,2002,manuell,50,lupo,90000,8,benzin,volkswagen,nein,2016-04-01T00:00:00Z,0,66130,2016-04-07T13:50:04Z,6
224731,2016-03-07T22:54:36Z,Renault_Clio_1.6_Initiale,privat,Angebot,test,kleinwagen,1999,manuell,90,clio,125000,5,benzin,renault,nein,2016-03-07T00:00:00Z,0,74081,2016-03-16T05:48:28Z,9
234229,2016-03-05T14:19:26Z,zuverlaessiger_Fiat_Punto,privat,Angebot,test,kleinwagen,2001,manuell,60,punto,150000,1,benzin,fiat,nein,2016-03-04T00:00:00Z,0,65795,2016-03-13T02:17:03Z,9
202215,2016-03-11T20:48:34Z,Sehr_gepflegt,privat,Angebot,control,coupe,1999,automatik,193,clk,150000,12,benzin,mercedes_benz,nein,2016-03-11T00:00:00Z,0,22391,2016-04-06T04:17:14Z,26
245942,2016-03-19T16:25:24Z,Opel_Corsa_1.0_12V,privat,Angebot,test,kleinwagen,2004,manuell,58,corsa,150000,1,benzin,opel,nein,2016-03-19T00:00:00Z,0,56070,2016-03-20T14:38:30Z,1
