id,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen,ad_exist_time
22180,2016-03-07T02:52:57Z,Opel_Astra_1.7_DTI,privat,Angebot,762,test,limousine,2000,manuell,75,astra,150000,3,diesel,opel,nein,2016-03-07T00:00:00Z,0,45968,2016-03-16T00:45:02Z,9
38498,2016-03-19T15:50:48Z,Seat_Ibiza_Style_1.6_TDI,privat,Angebot,9483,control,kleinwagen,2014,manuell,105,ibiza,60000,4,diesel,seat,nein,2016-03-19T00:00:00Z,0,26725,2016-04-01T03:46:21Z,13
161834,2016-03-29T11:37:36Z,Citroën_Xsara_1.9_TD_Exclusive,privat,Angebot,749,test,limousine,1999,manuell,90,andere,150000,9,diesel,citroen,nein,2016-03-29T00:00:00Z,0,25524,2016-04-01T23:44:36Z,3
12110,2016-04-05T19:25:36Z,Volkswagen_Golf_1.9_TDI_Comfortline,privat,Angebot,1282,control,limousine,1998,manuell,90,golf,150000,8,diesel,volkswagen,ja,2016-04-05T00:00:00Z,0,65428,2016-04-05T19:25:36Z,0
136188,2016-03-24T23:58:28Z,BMW_418d_Leasinguebernahme_Grand_Coupe__Schwarz__143_PS,privat,Angebot,564,test,coupe,2015,automatik,143,andere,20000,3,diesel,bmw,nein,2016-03-24T00:00:00Z,0,66629,2016-04-05T19:46:51Z,12
30445,2016-03-11T19:37:01Z,Audi_A3_1.6_8L_101_PS_Tuev_03/2018_Sitzheizung,privat,Angebot,1357,test,limousine,1997,manuell,101,a3,150000,2,benzin,audi,nein,2016-03-11T00:00:00Z,0,45663,2016-03-11T20:41:30Z,0
29893,2016-03-11T10:49:58Z,RENAULT_MEGAN_SCENIC_TÜV_07.16,privat,Angebot,208,test,bus,1998,manuell,0,megane,150000,8,benzin,renault,ja,2016-03-11T00:00:00Z,0,26871,2016-03-17T15:47:39Z,6
4546,2016-03-25T16:39:37Z,Mazda_6_Sport_Kombi_2.0_Exclusive__Klimaautomatik_,privat,Angebot,3915,control,kombi,2005,manuell,147,6_reihe,150000,9,benzin,mazda,nein,2016-03-25T00:00:00Z,0,50735,2016-04-06T20:48:15Z,12
71782,2016-03-11T13:59:38Z,Mercedes_Benz_Vito_109_CDI_Kompakt,privat,Angebot,4164,test,bus,2004,manuell,88,vito,150000,2,diesel,mercedes_benz,nein,2016-03-11T00:00:00Z,0,70195,2016-04-05T08:52:11Z,25
110021,2016-04-03T12:36:43Z,Renault_Megane_2.0_Exception,privat,Angebot,1990,control,limousine,2005,manuell,135,megane,150000,2,benzin,renault,nein,2016-04-03T00:00:00Z,0,35325,2016-04-05T11:15:34Z,2
30063,2016-03-29T13:50:56Z,Opel_Zafira_1.9_CDTI,privat,Angebot,4656,control,bus,2006,manuell,120,zafira,150000,11,diesel,opel,nein,2016-03-29T00:00:00Z,0,27711,2016-04-05T23:17:26Z,7
143904,2016-03-29T19:39:15Z,BMW_316i_E46_Facelift_Scheckheftgepflegt,privat,Angebot,4325,control,limousine,2003,manuell,116,3er,150000,7,benzin,bmw,nein,2016-03-29T00:00:00Z,0,22045,2016-04-06T05:17:27Z,8
108238,2016-03-24T20:59:46Z,Renault_Twingo_1.2_Initiale,privat,Angebot,2008,test,kleinwagen,2000,manuell,58,twingo,125000,3,benzin,renault,nein,2016-03-24T00:00:00Z,0,85088,2016-04-05T13:47:10Z,12
192575,2016-03-18T17:43:40Z,BMW_523i_touring,privat,Angebot,947,test,kombi,1998,manuell,170,5er,150000,12,benzin,bmw,ja,2016-03-18T00:00:00Z,0,83646,2016-03-21T07:17:57Z,3
188906,2016-03-15T00:33:15Z,Renault_Scenic_1.6_16V_RXE,privat,Angebot,592,test,bus,2001,manuell,107,scenic,150000,5,benzin,renault,ja,2016-03-14T00:00:00Z,0,35576,2016-04-07T02:15:35Z,24
37116,2016-03-21T20:49:36Z,Mazda_323_F,privat,Angebot,924,control,kleinwagen,1998,manuell,73,3_reihe,150000,5,benzin,mazda,nein,2016-03-21T00:00:00Z,0,24991,2016-04-07T00:44:32Z,17
96872,2016-04-03T20:38:59Z,Ford_Focus_Turnier_mit_Unfallschaden,privat,Angebot,530,test,kombi,2001,manuell,100,focus,150000,7,benzin,ford,ja,2016-04-03T00:00:00Z,0,74321,2016-04-03T20:38:59Z,0
63524,2016-03-15T18:39:33Z,Opel_B_Corsa,privat,Angebot,253,control,kleinwagen,1998,manuell,90,corsa,80000,7,benzin,opel,nein,2016-03-15T00:00:00Z,0,79285,2016-03-24T07:17:50Z,9
164931,2016-03-24T08:53:52Z,Ford_Mondeo_Turnier_2.0_TDCi_Titanium,privat,Angebot,8870,control,kombi,2008,manuell,140,mondeo,150000,1,diesel,ford,nein,2016-03-24T00:00:00Z,0,73525,2016-04-06T23:45:12Z,13
91122,2016-03-23T15:53:13Z,Opel_corsa_B_1_4L,privat,Angebot,726,test,kleinwagen,1997,manuell,60,,5000,0,benzin,opel,nein,2016-03-23T00:00:00Z,0,35117,2016-03-23T15:53:13Z,0
193670,2016-03-21T09:52:49Z,Opel_Astra_2.0_CDTI_DPF_Sports_Tourer,privat,Angebot,8036,control,kombi,2011,manuell,160,astra,150000,3,diesel,opel,nein,2016-03-21T00:00:00Z,0,73105,2016-03-21T09:52:49Z,0
118522,2016-03-17T10:54:14Z,Renault_Megane_Coupe_1.6_Dynamique,privat,Angebot,689,test,coupe,2001,manuell,107,megane,150000,3,benzin,renault,ja,2016-03-17T00:00:00Z,0,66802,2016-04-06T09:15:45Z,20
197423,2016-03-29T17:46:06Z,corsa_b_bastlerauto,privat,Angebot,150,control,kleinwagen,1996,manuell,45,corsa,150000,6,benzin,opel,nein,2016-03-29T00:00:00Z,0,59823,2016-03-31T10:46:43Z,2
42465,2016-03-05T14:10:22Z,Verkaufe_meinen_Ford_Focus_TDi,privat,Angebot,2575,test,limousine,2005,manuell,108,focus,150000,2,diesel,ford,nein,2016-03-03T00:00:00Z,0,65187,2016-03-15T08:45:05Z,12
18931,2016-03-16T16:38:21Z,Trabant_601_auto,privat,Angebot,959,control,limousine,1970,manuell,26,601,150000,0,benzin,trabant,ja,2016-03-16T00:00:00Z,0,93345,2016-03-24T08:15:51Z,8
164396,2016-03-15T07:57:32Z,Opel_zafira_a_mit_Motor_x16xel,privat,Angebot,720,test,bus,1999,manuell,101,zafira,150000,6,benzin,opel,ja,2016-03-15T00:00:00Z,0,25566,2016-04-03T16:45:53Z,19
56440,2016-03-22T21:47:36Z,Volkswagen_Passat_2.0_FSI_Comfortline,privat,Angebot,6493,control,limousine,2005,manuell,150,passat,125000,7,benzin,volkswagen,nein,2016-03-22T00:00:00Z,0,84371,2016-03-31T21:18:23Z,9
70257,2016-03-20T21:49:25Z,Peugeot_206_CC_110_Platinum,privat,Angebot,3018,test,cabrio,2001,manuell,109,2_reihe,100000,7,benzin,peugeot,nein,2016-03-20T00:00:00Z,0,89079,2016-04-07T07:16:32Z,18
132675,2016-03-21T09:36:59Z,GOLF_3_SCHNÄPPCHEN__850€,privat,Angebot,848,control,kleinwagen,1995,manuell,75,golf,150000,0,benzin,volkswagen,nein,2016-03-21T00:00:00Z,0,49324,2016-03-21T09:36:59Z,0
167208,2016-03-23T19:51:43Z,Renault_Clio_1.2_16_V,privat,Angebot,684,control,kleinwagen,2001,manuell,75,clio,150000,3,benzin,renault,nein,2016-03-23T00:00:00Z,0,96052,2016-03-23T19:51:43Z,0
138626,2016-03-20T13:51:48Z,Renault_Laguna_Grandtour_2.0_dci__FAP_Dynamique__mit_abnehmb._AHK,privat,Angebot,7019,test,kombi,2008,manuell,150,laguna,125000,7,diesel,renault,nein,2016-03-20T00:00:00Z,0,34599,2016-03-23T13:54:29Z,3
10319,2016-03-20T10:52:29Z,Volvo_V40_1.8,privat,Angebot,1665,control,kombi,2000,manuell,122,v40,150000,5,benzin,volvo,nein,2016-03-20T00:00:00Z,0,35447,2016-04-06T07:45:49Z,17
98455,2016-04-02T15:53:32Z,BMW_118i,privat,Angebot,8558,control,limousine,2008,manuell,143,1er,100000,10,benzin,bmw,nein,2016-04-02T00:00:00Z,0,54439,2016-04-06T14:46:03Z,4
86887,2016-03-09T20:54:57Z,Ford_Ka_in_schwarZ,privat,Angebot,492,test,kleinwagen,2000,manuell,75,ka,150000,12,benzin,ford,nein,2016-03-09T00:00:00Z,0,12353,2016-03-17T03:46:57Z,8
180513,2016-03-31T21:50:28Z,SMART_FORTWO__TÜV_AU_neu,privat,Angebot,2072,test,kleinwagen,1999,automatik,61,fortwo,90000,3,benzin,smart,nein,2016-03-31T00:00:00Z,0,98593,2016-04-06T17:44:23Z,6
126807,2016-03-31T17:55:30Z,Ford_fiesta_mit_frischen_TÜV___03/2016_,privat,Angebot,787,control,kleinwagen,1996,manuell,70,,80000,0,benzin,ford,ja,2016-03-31T00:00:00Z,0,12619,2016-04-02T13:18:49Z,2
53877,2016-03-21T23:54:51Z,BMW_320d__Gruenes_Umweltplakat,privat,Angebot,3177,test,kombi,2004,manuell,150,3er,150000,2,diesel,bmw,nein,2016-03-21T00:00:00Z,0,66111,2016-03-27T16:46:21Z,6
62071,2016-03-20T16:49:22Z,Mercedes_A140!_TÜV_12/2016!_Treuer_flitzer_abzugeben!,privat,Angebot,1507,test,kleinwagen,1998,manuell,82,a_klasse,150000,6,benzin,mercedes_benz,nein,2016-03-20T00:00:00Z,0,24975,2016-03-24T09:18:20Z,4
92597,2016-03-30T13:55:51Z,Golf_5_TDI_1.9,privat,Angebot,3585,test,limousine,2003,manuell,105,golf,150000,10,diesel,volkswagen,ja,2016-03-30T00:00:00Z,0,83737,2016-03-30T14:41:31Z,0
63073,2016-03-26T19:46:20Z,Opel_Tigra_1.4i_16V_Sports,privat,Angebot,1418,control,kleinwagen,2000,manuell,90,tigra,150000,10,benzin,opel,ja,2016-03-26T00:00:00Z,0,66646,2016-04-06T09:45:10Z,11
146847,2016-03-25T00:59:55Z,Mercedes_Benz_C200_kompressor,privat,Angebot,2863,control,limousine,2002,manuell,163,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-25T00:00:00Z,0,45968,2016-03-25T08:44:31Z,0
52239,2016-03-25T08:51:25Z,Opel_Corsa_B___Eco__Swing__Tuev_8/2017,privat,Angebot,614,test,kleinwagen,1997,manuell,54,corsa,125000,6,benzin,opel,nein,2016-03-25T00:00:00Z,0,56182,2016-03-28T07:16:07Z,3
162151,2016-04-01T01:36:41Z,Renault_Kangoo_1.4,privat,Angebot,1310,control,bus,2001,automatik,0,kangoo,150000,6,benzin,renault,ja,2016-04-01T00:00:00Z,0,44534,2016-04-07T05:44:35Z,6
107956,2016-03-07T21:53:10Z,Skoda_Octavia_Combi_1.4_TSI_IMPULS_EDITION,privat,Angebot,8473,control,kombi,2010,manuell,122,octavia,125000,11,benzin,skoda,nein,2016-03-07T00:00:00Z,0,38173,2016-04-06T10:46:31Z,30
192287,2016-03-27T18:42:31Z,Opel_Corsa_1.0_BJ.1999_TOP_ZUSTAND,privat,Angebot,644,control,kleinwagen,1999,manuell,50,corsa,150000,0,benzin,opel,nein,2016-03-27T00:00:00Z,0,48143,2016-04-05T15:15:28Z,9
178974,2016-03-14T17:50:52Z,SEAT_AROSA_1.0_*Model2003*2.HAND!**_TÜV_06/2017_***_SERVO_***TOP!,privat,Angebot,1228,test,kleinwagen,2003,manuell,50,arosa,150000,6,benzin,seat,nein,2016-03-14T00:00:00Z,0,21031,2016-03-16T17:37:18Z,2
94142,2016-03-24T19:42:29Z,Audi_A3_1.9_TDI,privat,Angebot,1146,control,limousine,1998,manuell,90,a3,150000,4,diesel,audi,nein,2016-03-24T00:00:00Z,0,92507,2016-04-07T14:58:14Z,14
30529,2016-03-19T20:54:31Z,Mercedes_Benz_Viano_2.2_CDI_extralang_Ambiente_DPF,privat,Angebot,9105,control,bus,2006,manuell,150,viano,150000,3,diesel,mercedes_benz,nein,2016-03-19T00:00:00Z,0,39110,2016-03-20T23:47:30Z,1
49810,2016-04-05T00:39:20Z,Mazda_626_Kombi_Tuev_1_Jahr,privat,Angebot,534,control,kombi,2000,manuell,90,6_reihe,150000,5,benzin,mazda,nein,2016-04-04T00:00:00Z,0,12103,2016-04-07T08:15:37Z,3
91869,2016-03-06T17:27:16Z,BMW_320d_touring,privat,Angebot,2006,control,kombi,2000,manuell,136,3er,150000,5,diesel,bmw,nein,2016-03-06T00:00:00Z,0,65201,2016-03-07T18:29:38Z,1
116486,2016-03-30T03:38:36Z,Skoda_Fabia_1.2_HTP_Ambiente,privat,Angebot,2199,test,limousine,2005,manuell,54,fabia,125000,3,benzin,skoda,ja,2016-03-29T00:00:00Z,0,49477,2016-04-06T22:45:20Z,8
62768,2016-04-03T11:39:52Z,Mercedes_Benz_230_E,privat,Angebot,2720,control,limousine,1990,manuell,132,andere,150000,2,benzin,mercedes_benz,nein,2016-04-03T00:00:00Z,0,22147,2016-04-07T12:44:47Z,4
43009,2016-03-31T08:54:51Z,Seat_Ibiza_1.4_16V_SportEdition_kein_Wartungsstau,privat,Angebot,5489,control,kleinwagen,2008,manuell,86,ibiza,125000,1,benzin,seat,nein,2016-03-31T00:00:00Z,0,98574,2016-04-06T03:15:43Z,6
183923,2016-03-08T18:51:51Z,VW_Polo_1_l_mit_TÜV,privat,Angebot,446,test,kleinwagen,1995,manuell,45,polo,150000,4,benzin,volkswagen,nein,2016-03-08T00:00:00Z,0,47055,2016-03-09T02:44:12Z,1
167104,2016-04-04T11:48:51Z,BMW_330xd_DPF_Touring_Aut.,privat,Angebot,9664,control,kombi,2006,automatik,231,3er,150000,7,diesel,bmw,nein,2016-04-04T00:00:00Z,0,14913,2016-04-06T12:46:52Z,2
194285,2016-03-14T21:36:22Z,Opel_Astra_GL,privat,Angebot,735,test,limousine,1995,manuell,60,astra,125000,8,benzin,opel,nein,2016-03-14T00:00:00Z,0,06502,2016-04-06T11:46:20Z,23
27198,2016-04-03T11:55:41Z,Fiat_500C_Cabriolet_/_nur_40_Tkm__mit_Klima_1.Hd,privat,Angebot,8523,control,cabrio,2011,manuell,69,500,50000,6,benzin,fiat,nein,2016-04-03T00:00:00Z,0,32130,2016-04-07T13:16:01Z,4
138084,2016-03-29T15:57:27Z,Golf_1_Cabrio_Sondermodell_Kahrmann,privat,Angebot,5960,control,cabrio,1987,manuell,98,golf,150000,6,benzin,volkswagen,nein,2016-03-29T00:00:00Z,0,36103,2016-04-06T02:15:51Z,8
196987,2016-03-13T12:42:09Z,Mercedes_Benz_260_E,privat,Angebot,2933,test,limousine,1990,automatik,160,andere,150000,6,benzin,mercedes_benz,nein,2016-03-13T00:00:00Z,0,17094,2016-04-06T15:44:19Z,24
104997,2016-03-26T13:45:00Z,Opel_Astra,privat,Angebot,789,control,limousine,1997,manuell,75,astra,125000,6,benzin,opel,nein,2016-03-26T00:00:00Z,0,31606,2016-04-06T01:17:04Z,11
162914,2016-03-30T12:56:51Z,Schnaeppchen_Ford_Ka,privat,Angebot,401,control,kleinwagen,1997,manuell,50,ka,40000,7,benzin,ford,ja,2016-03-30T00:00:00Z,0,53115,2016-04-07T04:15:47Z,8
182486,2016-03-30T23:58:47Z,VW_Passat_2.5_TDI_4motion_Highline,privat,Angebot,3489,control,kombi,2003,manuell,180,passat,150000,12,diesel,volkswagen,nein,2016-03-30T00:00:00Z,0,01156,2016-04-06T01:16:44Z,7
68640,2016-04-03T17:51:00Z,Peugeot_205_Color_Line,privat,Angebot,1791,test,kleinwagen,1991,manuell,60,2_reihe,70000,8,benzin,peugeot,nein,2016-04-03T00:00:00Z,0,66265,2016-04-05T18:17:28Z,2
64307,2016-03-15T20:57:44Z,Audi_A4_2.0,privat,Angebot,3829,test,limousine,2002,manuell,131,a4,150000,4,benzin,audi,nein,2016-03-15T00:00:00Z,0,34253,2016-03-17T18:17:48Z,2
38712,2016-03-22T11:45:49Z,Opel_Vectra_1.6,privat,Angebot,1798,control,limousine,1998,manuell,101,vectra,150000,10,benzin,opel,nein,2016-03-22T00:00:00Z,0,23923,2016-04-05T23:45:14Z,14
95227,2016-03-29T16:45:51Z,Mazda_626_2.0_Exclusive,privat,Angebot,1189,control,limousine,1998,manuell,136,6_reihe,150000,3,benzin,mazda,nein,2016-03-29T00:00:00Z,0,95173,2016-04-06T02:17:03Z,8
163141,2016-03-14T01:52:26Z,Ford_F_250_/_300cui___4.9Liter_/_2WD_/_LKW_Zulassung,privat,Angebot,6016,control,suv,1987,manuell,150,andere,125000,7,benzin,ford,nein,2016-03-14T00:00:00Z,0,73635,2016-04-03T01:48:14Z,20
170245,2016-03-25T18:47:43Z,Polo_9N_2003er*TÜV*fahrbereit*Bastler*,privat,Angebot,993,test,kleinwagen,2003,manuell,75,polo,150000,3,benzin,volkswagen,ja,2016-03-25T00:00:00Z,0,42349,2016-03-25T18:47:43Z,0
181808,2016-03-10T22:54:04Z,MINI_Mini_Cooper_S_Panoramadach_Leder_Xenon_JCW_WR,privat,Angebot,7765,control,kleinwagen,2007,manuell,174,cooper,150000,1,benzin,mini,nein,2016-03-10T00:00:00Z,0,86551,2016-03-12T09:16:24Z,2
108119,2016-03-15T10:56:43Z,VW_Polo_9N_1.2_Model_2014_Servo_Klima_TÜV_bei_Kauf_neu!,privat,Angebot,2011,control,kleinwagen,2003,manuell,64,polo,150000,11,benzin,volkswagen,nein,2016-03-15T00:00:00Z,0,24837,2016-03-16T06:44:15Z,1
2524,2016-04-02T16:58:36Z,Peugeot_407_160_Tuev_01/18,privat,Angebot,3455,control,limousine,2005,manuell,158,4_reihe,150000,3,benzin,peugeot,nein,2016-04-02T00:00:00Z,0,55118,2016-04-03T19:39:27Z,1
63302,2016-03-17T17:47:01Z,Mazda_MX_5_1.6i_16V_Miracle,privat,Angebot,3510,control,cabrio,2000,manuell,110,mx_reihe,150000,7,benzin,mazda,nein,2016-03-17T00:00:00Z,0,53721,2016-04-01T07:16:41Z,15
193950,2016-03-17T16:47:30Z,Volkswagen_Golf_1.4_TSI_DSG_GT,privat,Angebot,9436,test,limousine,2006,automatik,170,golf,100000,11,benzin,volkswagen,nein,2016-03-17T00:00:00Z,0,61137,2016-03-17T16:47:30Z,0
114389,2016-03-15T17:45:04Z,Seat_Leon_1.6_Sport_Limited,privat,Angebot,5895,control,limousine,2007,manuell,102,leon,100000,5,benzin,seat,nein,2016-03-15T00:00:00Z,0,92345,2016-03-31T20:44:27Z,16
59238,2016-03-26T15:49:49Z,BMW_x5_im_sehr_gepflegten_Zustand_absolute_Vollauslastung,privat,Angebot,7952,test,suv,2003,automatik,184,x_reihe,150000,4,diesel,bmw,nein,2016-03-26T00:00:00Z,0,24783,2016-04-02T06:17:25Z,7
65298,2016-03-26T13:46:43Z,BMW_328_i_Cabrio_e36,privat,Angebot,3544,control,cabrio,1996,manuell,0,3er,150000,0,benzin,bmw,nein,2016-03-26T00:00:00Z,0,63526,2016-03-26T13:46:43Z,0
27336,2016-03-25T09:56:39Z,Volkswagen_Eos,privat,Angebot,7903,test,cabrio,2006,manuell,116,eos,80000,12,benzin,volkswagen,nein,2016-03-25T00:00:00Z,0,56759,2016-03-29T22:47:00Z,4
193516,2016-03-17T18:57:49Z,HONDA_CRX_ED9___BJ_1992__1Hand.,privat,Angebot,1205,control,kleinwagen,1992,manuell,140,civic,150000,4,benzin,honda,nein,2016-03-17T00:00:00Z,0,42477,2016-03-17T19:41:14Z,0
107523,2016-03-28T18:56:31Z,BMW_Toring_3.18i,privat,Angebot,1940,control,kombi,2001,manuell,118,3er,150000,3,benzin,bmw,nein,2016-03-28T00:00:00Z,0,90522,2016-03-30T10:45:42Z,2
69973,2016-03-19T14:59:30Z,Schoener_gepflegter_Fiat_Punto,privat,Angebot,5714,test,limousine,2006,manuell,75,punto,50000,8,benzin,fiat,nein,2016-03-19T00:00:00Z,0,67346,2016-04-06T22:45:56Z,18
69403,2016-03-31T11:53:35Z,BMW_e61_530d,privat,Angebot,6890,control,kombi,2004,automatik,218,5er,150000,11,diesel,bmw,nein,2016-03-31T00:00:00Z,0,85354,2016-04-06T04:46:44Z,6
164927,2016-03-10T21:44:28Z,Volkswagen_Caddy_2.0_EcoFuel_Life__7_Si._,privat,Angebot,6646,control,kombi,2008,manuell,109,caddy,90000,12,cng,volkswagen,nein,2016-03-10T00:00:00Z,0,41469,2016-04-06T19:46:30Z,27
179920,2016-03-27T23:25:25Z,Seat_Ibiza_Bj_2000._/_TÜV_bis_Jan_2018__Unfallfrei,privat,Angebot,977,test,kleinwagen,2000,manuell,75,ibiza,125000,0,benzin,seat,nein,2016-03-27T00:00:00Z,0,55127,2016-03-28T17:43:44Z,1
99841,2016-03-11T15:52:39Z,Volkswagen_Golf_1.6_FSI_Comfortline,privat,Angebot,3891,test,limousine,2005,manuell,116,golf,125000,6,benzin,volkswagen,ja,2016-03-11T00:00:00Z,0,83646,2016-03-12T06:16:50Z,1
148840,2016-03-28T17:36:36Z,***_Opel_Corsa_C_1.0_12V_TÜV_07/17_Gruen_Klima_***,privat,Angebot,2315,test,kleinwagen,2004,manuell,60,corsa,90000,8,benzin,opel,nein,2016-03-28T00:00:00Z,0,06110,2016-04-06T23:15:43Z,9
181302,2016-03-09T17:50:25Z,BMW_318i_neu_tuev,privat,Angebot,2892,test,coupe,2002,manuell,116,3er,150000,10,diesel,bmw,nein,2016-03-09T00:00:00Z,0,41063,2016-03-24T17:45:17Z,15
49476,2016-03-26T02:36:35Z,Auto_mit_Tuev_an_BASTLER,privat,Angebot,510,test,kombi,1998,manuell,115,v40,150000,10,benzin,volvo,ja,2016-03-26T00:00:00Z,0,49076,2016-03-26T08:48:46Z,0
164403,2016-03-14T16:38:17Z,Opel_Corsa_Swing,privat,Angebot,623,test,kleinwagen,1997,manuell,60,corsa,150000,2,benzin,opel,nein,2016-03-14T00:00:00Z,0,98631,2016-03-16T06:46:37Z,2
153144,2016-03-25T19:53:57Z,Volkswagen_Polo_60_Servo_XXL,privat,Angebot,656,test,kleinwagen,1997,manuell,60,polo,150000,2,benzin,volkswagen,nein,2016-03-25T00:00:00Z,0,69181,2016-03-25T20:46:33Z,0
51524,2016-04-02T08:25:38Z,Sparsamer_Opel_Corsa_aus_erster_Hand,privat,Angebot,1037,control,kleinwagen,2000,manuell,54,corsa,125000,3,benzin,opel,nein,2016-04-02T00:00:00Z,0,60311,2016-04-05T17:26:22Z,3
79385,2016-04-04T13:54:56Z,Volkswagen_Golf_2.0_GTI__Edition_,privat,Angebot,3809,control,limousine,1994,manuell,116,golf,150000,10,benzin,volkswagen,nein,2016-04-04T00:00:00Z,0,73469,2016-04-06T15:16:45Z,2
121922,2016-03-16T23:50:26Z,Seat_Arosa_6H__1.0_MPI,privat,Angebot,1029,test,kleinwagen,2000,manuell,50,arosa,150000,3,benzin,seat,nein,2016-03-16T00:00:00Z,0,32699,2016-04-06T00:17:53Z,21
96112,2016-03-21T14:45:56Z,Volkswagen_Caddy_SDI_9K9B36_Family,privat,Angebot,741,control,kombi,1997,manuell,64,caddy,150000,9,diesel,volkswagen,nein,2016-03-21T00:00:00Z,0,84180,2016-04-06T11:17:33Z,16
88152,2016-03-06T11:06:26Z,Audi_A3_2.0_FSI_Sportback,privat,Angebot,5993,test,kombi,2005,manuell,150,a3,150000,8,benzin,audi,nein,2016-03-06T00:00:00Z,0,56070,2016-03-29T02:15:46Z,23
109009,2016-03-17T21:55:06Z,BMW_E36_328i,privat,Angebot,5447,test,limousine,1997,manuell,193,,150000,2,benzin,bmw,nein,2016-03-17T00:00:00Z,0,07381,2016-03-19T23:15:31Z,2
138186,2016-03-27T14:53:37Z,Mercedes_C180_zu_verkaufen,privat,Angebot,917,control,limousine,1995,automatik,122,,150000,3,benzin,mercedes_benz,nein,2016-03-27T00:00:00Z,0,49624,2016-03-29T03:47:28Z,2
93453,2016-04-04T23:49:23Z,Nissan_almera_n16,privat,Angebot,427,control,coupe,2000,manuell,114,almera,150000,7,benzin,nissan,ja,2016-04-04T00:00:00Z,0,63688,2016-04-07T07:15:49Z,3
96033,2016-04-02T17:40:57Z,Volkswagen_Fox_1.2_Fresh,privat,Angebot,3537,control,kleinwagen,2008,manuell,54,fox,80000,10,benzin,volkswagen,nein,2016-04-02T00:00:00Z,0,50259,2016-04-02T17:40:57Z,0
28353,2016-04-04T18:57:42Z,verkaufe_hier_meinen_VW_Passat__35_i,privat,Angebot,801,test,kombi,1995,manuell,90,passat,150000,12,benzin,volkswagen,nein,2016-04-04T00:00:00Z,0,17509,2016-04-04T18:57:42Z,0
135856,2016-03-17T22:49:32Z,Honda_HR_V,privat,Angebot,1349,test,suv,1999,manuell,105,andere,150000,7,benzin,honda,nein,2016-03-17T00:00:00Z,0,61137,2016-03-17T23:45:27Z,0
190799,2016-03-15T12:36:43Z,Ford_KA_Edition_Klima,privat,Angebot,353,control,kleinwagen,1999,manuell,60,ka,150000,6,benzin,ford,ja,2016-03-15T00:00:00Z,0,45661,2016-03-16T08:15:48Z,1
90419,2016-03-13T00:36:43Z,Audi_Cabriolet_2.0,privat,Angebot,2167,control,cabrio,1994,manuell,116,andere,150000,5,benzin,audi,ja,2016-03-13T00:00:00Z,0,69181,2016-04-06T13:46:24Z,24
47932,2016-03-27T16:57:08Z,Volkswagen_Golf_1.6,privat,Angebot,3515,test,limousine,1998,automatik,101,golf,125000,6,benzin,volkswagen,nein,2016-03-27T00:00:00Z,0,80469,2016-04-05T13:17:51Z,9
165657,2016-03-24T21:51:30Z,Audi_A8_4.2_quattro_LPG_Gas_Vollausstattung_TÜV_Neu,privat,Angebot,7908,test,limousine,2003,automatik,334,a8,150000,1,lpg,audi,nein,2016-03-24T00:00:00Z,0,29225,2016-04-03T16:18:25Z,10
37323,2016-03-30T12:50:43Z,Peugeot_206_Cabrio/_TÜV_04/16,privat,Angebot,1243,control,cabrio,2001,manuell,135,2_reihe,150000,8,benzin,peugeot,nein,2016-03-30T00:00:00Z,0,44652,2016-03-30T12:50:43Z,0
124291,2016-03-16T13:46:21Z,Volkswagen_Passat_Variant_1.9_TDI_DPF_Highline,privat,Angebot,3985,control,kombi,2008,manuell,105,passat,150000,8,diesel,volkswagen,nein,2016-03-16T00:00:00Z,0,18445,2016-03-17T11:18:43Z,1
15797,2016-04-01T21:56:07Z,Mercedes_Benz_260_E_W_124_fast_Oldtimer_Top,privat,Angebot,2685,test,limousine,1988,automatik,160,e_klasse,150000,0,benzin,mercedes_benz,nein,2016-04-01T00:00:00Z,0,96317,2016-04-05T20:18:16Z,4
18780,2016-03-26T10:51:09Z,VW_T4_Transporter_Kombi_2_5td_syncro_langer_Radstand_9Sitzer,privat,Angebot,7958,test,bus,2000,manuell,102,transporter,150000,9,diesel,volkswagen,nein,2016-03-26T00:00:00Z,0,45277,2016-04-05T22:45:17Z,10
135325,2016-03-12T14:37:41Z,Opel_Zafira_1.8_Elegance,privat,Angebot,1924,test,bus,2002,manuell,125,zafira,150000,5,benzin,opel,nein,2016-03-12T00:00:00Z,0,91177,2016-04-04T20:46:35Z,23
98072,2016-03-27T16:46:22Z,Opel_Corsa,privat,Angebot,354,test,kleinwagen,1997,manuell,53,corsa,125000,2,benzin,opel,nein,2016-03-27T00:00:00Z,0,85386,2016-03-29T06:15:34Z,2
36752,2016-03-28T13:44:51Z,Volkswagen_Passat_Variant_2.0_TDI_DPF_DSG_Sportline,privat,Angebot,3682,test,kombi,2006,automatik,170,passat,150000,4,diesel,volkswagen,ja,2016-03-28T00:00:00Z,0,86424,2016-03-30T04:16:13Z,2
